id,exam,domain,difficulty,question,A,B,C,D,answer,explanation,reference,tags
"BRAVO-158","Bravo","Domain 6 - Scoping","Elite","A cloud-based backup service stores encrypted CUI backups. Encryption keys are managed by the OSC and unavailable to the provider. Administrators classify the service as Out-of-Scope because the provider cannot decrypt the data. Which consideration is most important?","Whether the provider owns the storage hardware","Whether the service stores CUI regardless of key ownership","Whether the provider supports multiple customers","Whether backups are compressed","B","Storage of CUI affects scoping even when providers cannot decrypt content.","CMMC Scope Guide Level 2","Scoping|CUI Asset|Cloud"
"BRAVO-159","Bravo","Domain 6 - Scoping","Elite","An external service provider manages firewalls protecting CUI Assets but does not host any CUI. Which issue deserves the greatest attention?","Whether the service performs security functions affecting scoped assets","Whether administrators work remotely","Whether firewall firmware is current","Whether the provider uses biometrics","A","External services providing protection to CUI Assets may fall within scope through ESP and SPA considerations.","CMMC Scope Guide Level 2","Scoping|ESP|SPA"
"BRAVO-160","Bravo","Domain 6 - Scoping","Hard","A laboratory instrument receives CUI-derived parameters but cannot store information or support modern security controls. Which classification deserves the greatest consideration?","Out-of-Scope Asset","Specialized Asset","Security Protection Asset","CRMA","B","Specialized Assets remain in scope despite technical limitations.","CMMC Scope Guide Level 2","Scoping|Specialized Asset"
"BRAVO-161","Bravo","Domain 6 - Scoping","Elite","Corporate email servers cannot access the CUI enclave, but several administrators manage both environments from shared workstations. Which issue deserves the greatest scrutiny?","Operating system versions","Effectiveness of separation in practice rather than design assumptions","Printer configurations","Backup schedules","B","Shared administration paths may invalidate assumptions regarding Out-of-Scope assets.","CMMC Scope Guide Level 2","Scoping|Segmentation"
"BRAVO-162","Bravo","Domain 6 - Scoping","Elite","A vulnerability management platform stores only metadata and findings, but automatically deploys remediation actions to CUI Assets. Administrators classify it as Out-of-Scope. Which concern is most significant?","Whether the platform performs security functions supporting CUI Assets","Whether the platform is cloud hosted","Whether reports are retained","Whether the platform uses TLS","A","Security orchestration and remediation functions generally indicate SPA characteristics.","CMMC Scope Guide Level 2","Scoping|SPA|SOAR"
"BRAVO-163","Bravo","Domain 6 - Scoping","Hard","A contractor separates CUI systems from corporate assets using VLANs. Testing reveals routing exceptions allowing occasional connectivity. Which consideration matters most?","Network speed","Actual effectiveness of segmentation","Patch frequency","Age of switches","B","Segmentation should be evaluated based on effectiveness, not design intent.","CMMC Scope Guide Level 2","Scoping|Segmentation"
"BRAVO-164","Bravo","Domain 6 - Scoping","Elite","An identity platform authenticates users for CUI systems and business applications. It stores only account metadata and no CUI. Administrators classify it as Out-of-Scope. Which issue deserves the greatest scrutiny?","Whether authentication functions support CUI Assets","Whether users change passwords frequently","Whether logs are compressed","Whether the platform is virtualized","A","Identity services supporting CUI Assets are generally Security Protection Assets.","CMMC Scope Guide Level 2","Scoping|SPA|Identity"
"BRAVO-165","Bravo","Domain 6 - Scoping","Elite","A shared virtualization cluster hosts both CUI workloads and corporate systems. Administrators claim corporate systems are Out-of-Scope because they do not process CUI. Which factor is most important?","Whether isolation mechanisms are demonstrably effective","Whether hypervisors are patched monthly","Whether virtual machines use different templates","Whether backups are encrypted","A","Shared infrastructure requires evaluation of isolation effectiveness.","CMMC Scope Guide Level 2","Scoping|Virtualization|Isolation"
"BRAVO-166","Bravo","Domain 6 - Scoping","Hard","A manufacturing robot receives production instructions derived from CUI but cannot support endpoint logging or patching. Administrators classify it as Out-of-Scope because no files reside locally. Which consideration is most important?","Whether the asset has operational constraints","Whether the robot is physically isolated","Whether users rotate passwords","Whether backups are tested","A","Operational limitations do not remove Specialized Assets from scope.","CMMC Scope Guide Level 2","Scoping|Specialized Asset"
"BRAVO-167","Bravo","Domain 6 - Scoping","Elite","A managed detection provider can isolate endpoints, terminate sessions, and modify security policies affecting CUI systems. The provider never stores CUI. Which concern deserves the greatest attention?","Whether the provider's ticketing system is cloud based","Whether security functions supporting CUI Assets bring the service into scope","Whether analysts work in shifts","Whether alerts are retained","B","Services exercising security functions affecting CUI Assets are relevant to scope.","CMMC Scope Guide Level 2","Scoping|ESP|SPA"
"BRAVO-168","Bravo","Domain 6 - Scoping","Elite","A contractor assumes systems without CUI are automatically Out-of-Scope. Which principle is most accurate?","Only storage determines scope","Assets supporting the protection of CUI Assets may remain in scope","Out-of-Scope status depends on age","Virtual systems are always scoped separately","B","Scope determination depends on relationships to CUI Assets and protective functions.","CMMC Scope Guide Level 2","Scoping|SPA"
"BRAVO-169","Bravo","Domain 6 - Scoping","Hard","A cloud tenant hosting CUI systems shares management infrastructure with non-CUI workloads. Documentation claims isolation exists, but no technical evidence is available. Which issue deserves the greatest scrutiny?","Evidence supporting separation effectiveness","User awareness training","Patch frequency","Media labeling","A","Assumptions regarding separation should be supported by objective evidence.","CMMC Scope Guide Level 2","Scoping|Isolation|Evidence"
"BRAVO-170","Bravo","Domain 6 - Scoping","Elite","An OSC classifies several systems as Out-of-Scope based solely on architecture diagrams. Interviews and testing reveal administrators routinely bridge environments for troubleshooting. Which conclusion is most appropriate?","Architecture diagrams alone establish scope","Actual operational practices should influence scope conclusions","Troubleshooting activities are temporary and irrelevant","Only written procedures matter","B","Scope should be based on how systems operate in practice, not solely on intended architecture.","CMMC Scope Guide Level 2","Scoping|Operational Reality|Boundary"
